City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Vaitape,PF,2021-05-27 21:13:18,-16.5167,-151.75,80.55,71,37,13.22
294,Jambi,ID,2021-05-27 21:13:18,-1.6,103.6167,74.01,97,89,1.34
295,Sola,VU,2021-05-27 21:13:05,-13.8833,167.55,77.27,61,90,8.37
296,El Cobre,CU,2021-05-27 21:13:19,20.0489,-75.9469,81.84,69,75,1.88
297,Bondo,CD,2021-05-27 21:13:10,3.8146,23.6866,68.38,99,95,0.89
298,Itaituba,BR,2021-05-27 21:13:20,-4.2761,-55.9836,85.05,57,45,3.18
299,Saint-Junien,FR,2021-05-27 21:13:20,45.8833,0.9,63.18,84,14,4.7
300,Chaozhou,CN,2021-05-27 21:13:20,23.6651,116.6379,82.26,86,100,3.24
301,Inirida,CO,2021-05-27 21:13:21,3.8653,-67.9239,75.47,90,100,2.71
302,Kavieng,PG,2021-05-27 21:09:55,-2.5744,150.7967,81.5,82,100,15.03
303,Port Lincoln,AU,2021-05-27 21:13:21,-34.7333,135.8667,58.95,68,100,7.67
304,Coquimbo,CL,2021-05-27 21:10:36,-29.9533,-71.3436,56.93,82,0,4.79
305,Fethiye,TR,2021-05-27 21:13:22,36.6217,29.1164,66.07,58,0,2.24
306,Asyut,EG,2021-05-27 21:13:22,27.181,31.1837,86.36,18,0,9.28
307,Voh,NC,2021-05-27 21:13:22,-20.9667,164.7,69.76,75,28,2.17
308,Mahabad,IR,2021-05-27 21:13:23,36.7631,45.7222,65.17,28,0,8.1
309,Linfen,CN,2021-05-27 21:13:23,36.0889,111.5189,68.29,17,0,5.57
310,Dalby,AU,2021-05-27 21:13:24,-27.1833,151.2667,44.85,61,0,6.76
311,Palauig,PH,2021-05-27 21:13:24,15.435,119.9045,83.16,73,79,3.83
312,Nan,TH,2021-05-27 21:13:24,18.8333,100.6667,73.8,95,85,1.21
313,Smidovich,RU,2021-05-27 21:13:25,48.6,133.8167,50.23,75,89,7.4
314,Boyolangu,ID,2021-05-27 21:13:25,-8.1181,111.8935,74.97,95,44,1.14
315,Brae,GB,2021-05-27 21:13:25,60.3964,-1.353,46.31,87,30,7.74
316,Burnie,AU,2021-05-27 21:09:43,-41.0667,145.9167,43.95,70,11,7.65
317,Pozo Colorado,PY,2021-05-27 21:13:26,-23.4923,-58.7972,83.8,47,100,4.34
318,Yangjiang,CN,2021-05-27 21:13:26,21.85,111.9667,79.97,88,87,4.14
319,Tessalit,ML,2021-05-27 21:13:26,20.1986,1.0114,95.2,5,100,11.05
320,Tazovskiy,RU,2021-05-27 21:13:27,67.4667,78.7,22.55,92,50,7.2
321,Talnakh,RU,2021-05-27 21:13:27,69.4865,88.3972,13.44,84,23,1.36
322,Maceio,BR,2021-05-27 21:13:27,-9.6658,-35.7353,76.44,88,40,8.84
323,Balkhash,KZ,2021-05-27 21:13:28,46.844,74.9804,71.96,52,28,28.63
324,Aksu,CN,2021-05-27 21:13:28,41.1231,80.2644,72.48,17,27,0.38
325,Camacupa,AO,2021-05-27 21:13:29,-12.0167,17.4833,55.8,46,1,3.4
326,Mokhsogollokh,RU,2021-05-27 21:13:29,61.4681,128.9203,46.99,85,37,2.82
327,Shasta Lake,US,2021-05-27 21:11:48,40.6804,-122.3708,85.82,28,53,5.84
328,Wanganui,NZ,2021-05-27 21:13:29,-39.9333,175.05,48.6,67,100,4.0
329,Kulhudhuffushi,MV,2021-05-27 21:13:30,6.6221,73.07,81.84,80,93,21.79
330,Singapore,SG,2021-05-27 21:12:02,1.2897,103.8501,78.84,90,75,3.62
331,Pinega,RU,2021-05-27 21:13:30,64.7001,43.3936,37.98,97,100,3.8
332,Skhisma,GR,2021-05-27 21:13:31,35.2667,25.7167,69.15,53,2,6.15
333,Cabo San Lucas,MX,2021-05-27 21:12:50,22.8909,-109.9124,99.81,29,20,8.05
334,Parabel,RU,2021-05-27 21:13:31,58.6978,81.4825,36.77,76,100,21.47
335,Aklavik,CA,2021-05-27 21:11:44,68.2191,-135.0107,32.72,61,100,11.34
336,Kota Belud,MY,2021-05-27 21:13:32,6.351,116.4305,78.66,90,95,3.96
337,Mochudi,BW,2021-05-27 21:13:32,-24.4167,26.15,58.08,31,23,4.18
338,Bandarbeyla,SO,2021-05-27 21:13:33,9.4942,50.8122,79.32,79,100,22.75
339,Souillac,MU,2021-05-27 21:13:33,-20.5167,57.5167,72.36,86,90,6.85
340,Isiro,CD,2021-05-27 21:13:33,2.7739,27.616,65.8,99,100,1.28
341,Neuquen,AR,2021-05-27 21:11:52,-38.9516,-68.0591,62.49,39,0,12.66
342,Northam,GB,2021-05-27 21:13:34,51.0333,-4.2167,55.02,81,100,3.71
343,Bam,IR,2021-05-27 21:13:34,29.106,58.357,81.19,23,0,6.85
344,Miles City,US,2021-05-27 21:13:35,46.4083,-105.8406,52.77,62,75,11.5
345,Kiama,AU,2021-05-27 21:13:35,-34.6833,150.8667,53.38,72,13,5.99
346,Bulalacao,PH,2021-05-27 21:13:35,12.3254,121.3435,82.24,70,90,7.96
347,San Cristobal,VE,2021-05-27 21:13:36,7.7669,-72.225,77.18,88,91,5.3
348,Almaznyy,RU,2021-05-27 21:13:36,48.0448,40.045,68.14,71,79,6.46
349,Arkansas City,US,2021-05-27 21:13:36,37.062,-97.0384,70.65,100,75,10.76
350,Cozumel,MX,2021-05-27 21:13:37,20.5083,-86.9458,87.78,70,75,5.99
351,Timizart,DZ,2021-05-27 21:13:37,36.8,4.2667,64.49,71,100,10.45
352,Borogontsy,RU,2021-05-27 21:13:37,62.6683,131.1683,51.6,66,93,4.34
353,Pierre,US,2021-05-27 21:11:27,44.3683,-100.351,47.98,87,90,12.66
354,Champerico,GT,2021-05-27 21:13:38,14.3,-91.9167,90.14,67,93,8.3
355,Dunmanway,IE,2021-05-27 21:13:38,51.7167,-9.1167,52.72,96,100,7.83
356,Hervey Bay,AU,2021-05-27 21:13:39,-25.2986,152.8535,56.03,66,0,3.0
357,Ngaoundere,CM,2021-05-27 21:13:39,7.3167,13.5833,68.25,84,85,2.13
358,Kampene,CD,2021-05-27 21:13:39,-3.6,26.6667,70.72,86,53,2.42
359,Flinders,AU,2021-05-27 21:10:57,-34.5833,150.8552,53.19,71,10,5.99
360,Carroll,US,2021-05-27 21:08:54,39.5501,-77.0164,83.8,44,30,4.0
361,Sunyani,GH,2021-05-27 21:13:40,7.3399,-2.3268,74.19,95,91,3.42
362,Acari,PE,2021-05-27 21:13:40,-15.4311,-74.6158,72.19,73,47,6.13
363,Luderitz,NA,2021-05-27 21:13:41,-26.6481,15.1594,59.18,71,9,7.96
364,Kloulklubed,PW,2021-05-27 21:13:41,7.0419,134.2556,84.24,77,100,11.99
365,Togur,RU,2021-05-27 21:13:41,58.3631,82.8265,36.61,87,100,20.13
366,Yanam,IN,2021-05-27 21:13:42,16.7333,82.2167,84.7,55,32,4.32
367,Balabac,PH,2021-05-27 21:13:42,7.9868,117.0645,81.66,77,77,4.65
368,Constitucion,CL,2021-05-27 21:13:42,-35.3333,-72.4167,57.88,90,100,4.0
369,Nanortalik,GL,2021-05-27 21:13:43,60.1432,-45.2371,43.75,68,5,8.19
370,Marawi,PH,2021-05-27 21:13:43,7.9986,124.2928,70.65,91,36,2.89
371,Aripuana,BR,2021-05-27 21:13:44,-9.1667,-60.6333,85.23,54,25,0.34
372,Juneau,US,2021-05-27 21:13:44,58.3019,-134.4197,53.6,68,90,2.51
373,Bilma,NE,2021-05-27 21:13:44,18.6853,12.9164,88.47,6,0,3.71
374,Nehe,CN,2021-05-27 21:13:45,48.4833,124.8333,49.14,77,95,3.27
375,Mount Isa,AU,2021-05-27 21:10:30,-20.7333,139.5,56.97,35,0,9.22
376,Inhuma,BR,2021-05-27 21:13:45,-6.6683,-41.7078,79.59,38,7,5.28
377,Cocorit,MX,2021-05-27 21:13:45,27.5833,-109.9667,97.14,8,84,13.53
378,Francia,HN,2021-05-27 21:13:46,15.85,-85.5833,85.98,58,100,15.66
379,Marica,BR,2021-05-27 21:13:46,-22.9194,-42.8186,78.26,88,4,5.91
380,Adiake,CI,2021-05-27 21:13:46,5.2863,-3.304,83.79,84,72,7.56
381,Wanning,CN,2021-05-27 21:13:47,18.8003,110.3967,81.81,87,90,9.31
382,Bayanday,RU,2021-05-27 21:13:47,53.0661,105.5139,39.97,52,100,5.91
383,Shimoda,JP,2021-05-27 21:13:48,34.6667,138.95,64.17,81,100,18.25
384,Pisco,PE,2021-05-27 21:13:48,-13.7,-76.2167,65.01,94,90,5.75
385,Ardesen,TR,2021-05-27 21:13:49,41.1911,40.9875,55.36,76,2,2.68
386,San Quintin,MX,2021-05-27 21:13:39,30.4833,-115.95,65.12,62,0,17.54
387,Pevek,RU,2021-05-27 21:13:49,69.7008,170.3133,37.35,69,55,1.63
388,North Bend,US,2021-05-27 21:13:45,43.4065,-124.2243,60.98,73,75,14.97
389,Bathurst,AU,2021-05-27 21:13:50,-33.4166,149.5806,45.82,84,51,9.53
390,Port Macquarie,AU,2021-05-27 21:13:50,-31.4333,152.9167,46.36,71,0,10.47
391,Narasannapeta,IN,2021-05-27 21:13:50,18.4167,84.05,83.25,86,80,3.36
392,Dzilam Gonzalez,MX,2021-05-27 21:13:51,21.2833,-88.9333,87.78,55,14,10.45
393,Weinan,CN,2021-05-27 21:13:51,34.5036,109.5089,64.09,32,44,5.93
394,Bowral,AU,2021-05-27 21:13:51,-34.4667,150.4167,45.14,96,15,6.35
395,The Valley,AI,2021-05-27 21:13:52,18.217,-63.0578,83.82,74,20,9.22
396,Treinta Y Tres,UY,2021-05-27 21:13:52,-33.2333,-54.3833,58.24,79,0,6.08
397,Hartland,US,2021-05-27 21:13:52,43.105,-88.342,47.01,84,100,3.0
398,Norrtalje,SE,2021-05-27 21:13:53,59.758,18.705,44.83,97,100,6.02
399,Liverpool,GB,2021-05-27 21:09:46,53.4106,-2.9779,57.29,74,0,1.99
400,Valparaiso,CL,2021-05-27 21:11:57,-33.0393,-71.6273,62.24,75,0,3.44
401,Kholm,RU,2021-05-27 21:13:53,59.2667,32.85,51.73,96,100,0.85
402,Joshimath,IN,2021-05-27 21:13:54,30.5667,79.5667,59.43,44,0,8.12
403,Roald,NO,2021-05-27 21:13:54,62.5833,6.1333,54.16,87,75,12.66
404,Hamilton,US,2021-05-27 21:13:54,39.1834,-84.5333,83.93,55,40,1.99
405,Kirakira,SB,2021-05-27 21:13:55,-10.4544,161.9205,77.43,75,87,7.54
406,Rosarito,MX,2021-05-27 21:13:55,32.3333,-117.0333,78.93,62,0,11.05
407,Coihaique,CL,2021-05-27 21:13:56,-45.5752,-72.0662,43.41,87,90,3.44
408,Noumea,NC,2021-05-27 21:13:45,-22.2763,166.4572,70.0,99,66,1.99
409,Souris,CA,2021-05-27 21:13:56,49.6172,-100.2612,56.73,31,0,8.12
410,Lagoa,PT,2021-05-27 21:12:08,39.05,-27.9833,58.87,62,99,9.06
411,Bumba,CD,2021-05-27 21:13:56,2.1833,22.4667,71.06,96,100,0.47
412,Jumla,NP,2021-05-27 21:13:57,29.2747,82.1838,59.02,90,100,2.39
413,Mormugao,IN,2021-05-27 21:13:57,15.4,73.8,82.8,77,76,7.38
414,Lasa,IT,2021-05-27 21:13:57,46.6166,10.7002,49.37,90,31,7.61
415,San Patricio,US,2021-05-27 21:13:11,28.017,-97.5169,90.01,64,35,18.28
416,Cartagena Del Chaira,CO,2021-05-27 21:13:47,1.3349,-74.8429,83.17,75,45,1.9
417,Sidi Ali,DZ,2021-05-27 21:13:58,36.0998,0.4206,65.89,76,84,4.12
418,Opunake,NZ,2021-05-27 21:13:59,-39.4556,173.8583,48.61,78,98,12.59
419,Steamboat Springs,US,2021-05-27 21:13:59,40.485,-106.8317,72.27,22,1,10.36
420,Lata,PT,2021-05-27 21:13:59,40.1629,-8.3327,67.71,82,100,2.57
421,Birao,CF,2021-05-27 21:14:00,10.2849,22.7882,78.75,62,45,5.26
422,Roncesvalles,CO,2021-05-27 21:14:00,4.0108,-75.6049,63.05,71,39,4.25
423,Arlit,NE,2021-05-27 21:14:00,18.7369,7.3853,91.26,8,81,7.38
424,Muscat,OM,2021-05-27 21:14:01,23.6139,58.5922,89.62,48,0,6.26
425,Khandagayty,RU,2021-05-27 21:14:01,50.7333,92.05,59.85,44,99,5.59
426,Sagua La Grande,CU,2021-05-27 21:14:01,22.8067,-80.0756,86.99,51,100,14.2
427,Buchanan,LR,2021-05-27 21:14:02,5.8808,-10.0467,80.56,83,14,7.63
428,Isla Mujeres,MX,2021-05-27 21:14:03,21.2311,-86.731,87.85,67,10,9.91
429,Rewari,IN,2021-05-27 21:14:03,28.1833,76.6167,93.0,19,7,6.15
430,Khandyga,RU,2021-05-27 21:14:04,62.6667,135.6,54.57,47,40,1.59
431,Sibolga,ID,2021-05-27 21:12:54,1.7427,98.7792,76.91,88,95,2.3
432,Opuwo,NA,2021-05-27 21:14:04,-18.0607,13.84,63.36,37,0,7.54
433,Lensk,RU,2021-05-27 21:14:05,60.7253,114.9278,48.65,90,42,3.47
434,Samarai,PG,2021-05-27 21:14:05,-10.6167,150.6667,78.48,71,94,16.55
435,Vila,PT,2021-05-27 21:14:05,42.0304,-8.1588,60.75,82,100,2.26
436,Cochrane,CA,2021-05-27 21:09:22,51.1834,-114.4687,69.85,30,100,14.14
437,La Reforma,MX,2021-05-27 21:14:06,25.0833,-108.05,102.74,30,56,12.28
438,Ballina,AU,2021-05-27 21:14:06,-28.8667,153.5667,51.94,89,8,7.63
439,Chemainus,CA,2021-05-27 21:14:07,48.9163,-123.7194,57.54,79,100,5.66
440,Alto Araguaia,BR,2021-05-27 21:14:07,-17.3147,-53.2153,79.5,47,59,4.43
441,Kondagaon,IN,2021-05-27 21:14:07,19.6,81.6667,77.97,31,93,1.97
442,Dicabisagan,PH,2021-05-27 21:14:08,17.0818,122.4157,79.25,87,66,4.5
443,Port Moresby,PG,2021-05-27 21:14:08,-9.4431,147.1797,74.28,84,99,8.7
444,Hasaki,JP,2021-05-27 21:14:08,35.7333,140.8333,61.29,82,100,0.72
445,Nantucket,US,2021-05-27 21:14:09,41.2835,-70.0995,78.91,68,1,16.11
446,Kilindoni,TZ,2021-05-27 21:10:01,-7.9139,39.6668,79.41,67,5,14.76
447,Caucaia,BR,2021-05-27 21:14:09,-3.7361,-38.6531,82.35,73,20,7.16
448,Semnan,IR,2021-05-27 21:14:09,35.5729,53.3971,75.34,37,17,4.74
449,Vidim,RU,2021-05-27 21:14:10,56.4088,103.1106,29.59,93,14,4.16
450,Bose,IT,2021-05-27 21:14:10,45.4612,8.0137,63.14,67,2,5.93
451,Kedrovyy,RU,2021-05-27 21:14:11,56.1667,91.8167,54.01,97,51,6.33
452,Labuhan,ID,2021-05-27 21:11:46,-6.8844,112.2051,77.67,87,13,7.58
453,Liusha,CN,2021-05-27 21:14:11,27.2098,108.59,61.61,91,98,1.86
454,Loughrea,IE,2021-05-27 21:14:11,53.1969,-8.5669,50.85,99,100,3.96
455,Jurm,AF,2021-05-27 21:14:12,36.8648,70.8342,63.61,41,0,1.68
456,Shingu,JP,2021-05-27 21:14:13,33.7333,135.9833,65.91,84,100,4.76
457,Grindavik,IS,2021-05-27 21:14:13,63.8424,-22.4338,49.55,57,20,25.34
458,Owando,CG,2021-05-27 21:14:13,-0.4819,15.8999,74.88,72,14,2.37
459,Pop,UZ,2021-05-27 21:14:14,40.8736,71.1089,72.09,36,93,3.85
460,Lompoc,US,2021-05-27 21:12:31,34.6391,-120.4579,78.78,69,1,18.41
461,Nuevo Progreso,MX,2021-05-27 21:14:14,23.1667,-97.95,96.6,63,29,5.99
462,Komsomolskiy,UZ,2021-05-27 21:10:36,40.4272,71.7189,71.02,49,13,4.61
463,Haimen,CN,2021-05-27 21:14:15,23.1935,116.6142,82.29,87,99,9.42
464,Lixourion,GR,2021-05-27 21:14:15,38.2019,20.4314,65.41,82,0,7.31
465,Arkhara,RU,2021-05-27 21:14:16,49.4212,130.0842,48.96,89,100,3.87
466,Carutapera,BR,2021-05-27 21:14:16,-1.195,-46.02,79.27,84,49,7.2
467,Faya,SA,2021-05-27 21:13:31,18.3851,42.4509,70.32,25,3,7.38
468,Wloclawek,PL,2021-05-27 21:14:16,52.6482,19.0678,45.34,92,62,6.15
469,Senno,RU,2021-05-27 21:14:17,59.5336,33.9167,55.26,89,100,3.04
470,Gander,CA,2021-05-27 21:14:17,48.9682,-54.5906,64.17,77,100,11.01
471,Atar,MR,2021-05-27 21:12:37,20.5169,-13.0499,92.79,15,6,10.69
472,Kamenka,RU,2021-05-27 21:14:18,51.3223,42.7678,58.64,72,24,4.99
473,Rawlins,US,2021-05-27 21:12:04,41.7911,-107.2387,67.89,14,1,19.57
474,Najran,SA,2021-05-27 21:14:18,17.4924,44.1277,78.08,17,8,0.81
475,Wlingi,ID,2021-05-27 21:14:19,-8.0776,112.3311,71.53,91,13,1.92
476,Rudbar,AF,2021-05-27 21:14:19,30.15,62.6,86.92,18,0,11.97
477,Aleksandrov Gay,RU,2021-05-27 21:14:19,50.147,48.5704,64.24,50,95,11.52
478,Waipawa,NZ,2021-05-27 21:14:20,-41.4122,175.5153,50.04,78,100,5.19
479,Torres,BR,2021-05-27 21:14:20,-29.3353,-49.7269,60.89,71,1,3.42
480,Kawalu,ID,2021-05-27 21:14:21,-7.3817,108.2082,71.58,96,76,1.34
481,Meulaboh,ID,2021-05-27 21:11:10,4.1363,96.1285,76.12,88,97,4.03
482,Laguna,US,2021-05-27 21:14:21,38.421,-121.4238,88.65,31,1,4.0
483,Sept-Iles,CA,2021-05-27 21:14:21,50.2001,-66.3821,46.26,49,100,5.99
484,Mersin,TR,2021-05-27 21:14:22,36.862,34.6509,72.75,75,79,0.76
485,Alofi,NU,2021-05-27 21:09:40,-19.0595,-169.9187,80.49,83,40,6.91
486,Mukhen,RU,2021-05-27 21:14:22,48.1,136.1,50.76,82,100,1.21
487,Esperance,AU,2021-05-27 21:11:06,-33.8667,121.9,57.24,49,8,16.51
488,Oistins,BB,2021-05-27 21:10:00,13.0667,-59.5333,82.49,61,20,17.27
489,Te Anau,NZ,2021-05-27 21:14:23,-45.4167,167.7167,39.88,96,100,1.48
490,Idah,NG,2021-05-27 21:14:23,7.1065,6.7342,77.31,90,94,3.76
491,Bemidji,US,2021-05-27 21:14:23,47.4736,-94.8803,57.18,42,40,11.5
492,Eureka,US,2021-05-27 21:14:24,40.8021,-124.1637,65.91,90,100,1.99
493,Deputatskiy,RU,2021-05-27 21:12:46,69.3,139.9,50.79,54,51,4.56
494,Shimanovsk,RU,2021-05-27 21:14:24,52.0,127.7,46.56,71,95,4.92
495,Isagarh,IN,2021-05-27 21:14:25,24.8333,77.8833,86.77,34,90,2.95
496,Klaksvik,FO,2021-05-27 21:09:46,62.2266,-6.589,45.52,86,85,15.43
497,Ankazoabo,MG,2021-05-27 21:14:25,-22.2833,44.5167,61.68,74,0,4.76
498,Durban,ZA,2021-05-27 21:14:26,-29.8579,31.0292,66.02,82,69,4.03
499,Bubaque,GW,2021-05-27 21:14:26,11.2833,-15.8333,78.96,78,8,18.81
500,Ilabaya,PE,2021-05-27 21:14:26,-17.4208,-70.5133,74.12,33,90,6.98
501,Denpasar,ID,2021-05-27 21:13:52,-8.65,115.2167,80.26,94,40,8.81
502,Kidal,ML,2021-05-27 21:14:27,18.4411,1.4078,93.74,5,83,10.54
503,Hazorasp,UZ,2021-05-27 21:14:27,41.3194,61.0742,84.78,23,49,11.21
504,Anloga,GH,2021-05-27 21:14:27,5.7947,0.8973,82.87,82,100,13.44
505,Guerrero Negro,MX,2021-05-27 21:09:28,27.9769,-114.0611,69.28,55,0,21.14
506,Sri Aman,MY,2021-05-27 21:14:28,1.2376,111.4621,74.53,100,76,0.96
507,Marsh Harbour,BS,2021-05-27 21:14:29,26.5412,-77.0636,77.94,70,100,9.17
508,Ola,RU,2021-05-27 21:14:29,59.5833,151.2833,38.89,93,100,3.15
509,Caravelas,BR,2021-05-27 21:14:29,-17.7125,-39.2481,74.88,81,67,6.87
510,Rorvik,NO,2021-05-27 21:14:30,64.8621,11.2373,48.18,81,40,8.05
511,Gornopravdinsk,RU,2021-05-27 21:14:30,60.05,69.9,37.31,86,69,4.32
512,Alvand,IR,2021-05-27 21:14:30,36.3187,49.1678,59.13,59,0,2.95
513,Lugoba,TZ,2021-05-27 21:14:31,-6.45,38.3333,66.34,96,8,0.56
514,Macau,MO,2021-05-27 21:13:07,22.2006,113.5461,86.07,84,20,6.91
515,Kalmunai,LK,2021-05-27 21:14:32,7.4167,81.8167,79.86,74,30,3.74
516,Awbari,LY,2021-05-27 21:12:04,26.5921,12.7805,90.57,11,9,12.41
517,Fortuna,US,2021-05-27 21:14:32,40.5982,-124.1573,73.47,66,75,5.01
518,Toora-Khem,RU,2021-05-27 21:14:33,52.4675,96.11,49.96,99,100,3.53
519,Fairbanks,US,2021-05-27 21:13:28,64.8378,-147.7164,60.76,42,40,8.05
520,Maxixe,MZ,2021-05-27 21:14:33,-23.8597,35.3472,66.09,71,0,4.43
521,Astoria,US,2021-05-27 21:14:34,46.1879,-123.8313,58.71,81,90,5.01
522,Diamantino,BR,2021-05-27 21:14:34,-14.4086,-56.4461,83.82,49,37,0.67
523,Salta,AR,2021-05-27 21:10:33,-24.7859,-65.4117,63.57,69,90,4.0
524,Gizo,SB,2021-05-27 21:14:35,-8.103,156.8419,78.3,89,100,14.0
525,Whakatane,NZ,2021-05-27 21:14:35,-37.9585,176.9854,44.78,91,80,1.99
526,Pangai,TO,2021-05-27 21:14:35,-19.8,-174.35,76.51,68,6,7.4
527,Kannangad,IN,2021-05-27 21:14:36,12.3081,75.1063,79.38,81,6,2.66
528,Innisfail,AU,2021-05-27 21:14:36,-17.5333,146.0333,66.06,83,79,2.73
529,Irmo,US,2021-05-27 21:14:36,34.086,-81.1832,95.23,35,40,10.22
530,Nalut,LY,2021-05-27 21:14:37,30.3333,10.85,87.66,16,45,13.44
531,Raga,SS,2021-05-27 21:12:03,8.4596,25.678,72.18,93,100,1.83
532,Saint-Joseph,RE,2021-05-27 21:11:20,-21.3667,55.6167,70.18,78,52,3.78
533,Vagur,FO,2021-05-27 21:14:38,61.4732,-6.8119,46.15,82,97,16.91
534,Port Hardy,CA,2021-05-27 21:12:46,50.6996,-127.4199,50.49,85,100,7.18
535,Hammerfest,NO,2021-05-27 21:10:55,70.6634,23.6821,37.85,87,75,18.41
536,Ishigaki,JP,2021-05-27 21:14:38,24.3448,124.1572,82.67,87,92,16.69
537,Nelson Bay,AU,2021-05-27 21:14:39,-32.7167,152.15,49.68,80,13,1.01
538,Yumen,CN,2021-05-27 21:14:39,40.2833,97.2,67.39,19,100,7.27
539,Nizhyn,UA,2021-05-27 21:14:39,51.048,31.8869,59.85,97,97,4.88
540,Iralaya,HN,2021-05-27 21:14:40,15.0,-83.2333,86.09,68,40,13.42
541,Deloraine,AU,2021-05-27 21:14:40,-41.5333,146.6667,40.24,79,9,1.01
